model,scenario,region,variable,unit,year,value
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2070,0.47839836031734
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2080,0.473630562502522
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2090,0.459356628816343
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2100,0.453591297095794
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2020,0.502067504380818
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2030,0.530549964173993
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2040,0.603251570926503
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2050,0.687714848605675
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2060,0.722223160111717
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2070,0.719650376219295
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2080,0.716799920304168
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2090,0.705988943261025
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2100,0.708596910708389
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2020,0.0899855880490133
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2030,0.105356356012796
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2040,0.115216809757591
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2050,0.120267482180564
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2060,0.118960497076611
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2070,0.119236431427241
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2080,0.116868498413216
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2090,0.113267983878415
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2100,0.111802468583511
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2020,0.13184199458978
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2030,0.110269515502466
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2040,0.121302372620576
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2050,0.14341177849948
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2060,0.150337660837175
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2070,0.149696248859244
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2080,0.149787041828215
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2090,0.147785902651878
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2100,0.14490181703803
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2020,0.629352744813227
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2030,0.576392474953776
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2040,0.597346589010873
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2050,0.671941018743926
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2060,0.706656174042578
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2070,0.699241642605143
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2080,0.684684239468434
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2090,0.667295341753829
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2100,0.668941923646847
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2020,0.805423386740379
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2030,0.808735721610189
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2040,0.811865026877666
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2050,0.865443873316274
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2060,0.864261768803063
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2070,0.870477569583906
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2080,0.864368850326037
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2090,0.836841192896882
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2100,0.825551542402219
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2020,1.64740506160429
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2030,1.52045994994853
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2040,1.56270290416544
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2050,1.65999608963982
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2060,1.67005148679289
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2070,1.67440310642062
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2080,1.65996573437848
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2090,1.61077413620509
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2100,1.59046915255487
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2020,0.111883835557186
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2030,0.106306513774668
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2040,0.107789072691969
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2050,0.114103381676347
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2060,0.114324574197775
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2070,0.114619998952091
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2080,0.113521898544256
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2090,0.110084456974954
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2100,0.10865181996946
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2020,0.363222383358625
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2030,0.320478905783476
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2040,0.348533778733878
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2050,0.388346230674746
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2060,0.393813353877657
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2070,0.393426143353403
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2080,0.393239343711259
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2090,0.380845810955928
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2100,0.376272182901662
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2020,0.502067504380818
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2030,0.45193581659459803
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2040,0.526760359393228
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2050,0.585092550080876
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2060,0.582598880835275
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2070,0.584238624791431
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2080,0.595579250022882
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2090,0.593275438815012
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2100,0.587216515995843
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2020,0.0899855880490133
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2030,0.0904567580986549
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2040,0.0909988079861471
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2050,0.0967282423215339
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2060,0.0966710299178851
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2070,0.0971922194222763
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2080,0.0964109082984574
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2090,0.0933836774576733
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2100,0.0921344983221078
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2020,0.13184199458978
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2030,0.107422368194006
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2040,0.113227118250002
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2050,0.129127284220336
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2060,0.130588682915232
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2070,0.127182287867878
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2080,0.12858714301333
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2090,0.123086773271474
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2100,0.122953091011365
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2020,0.629352744813227
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2030,0.547301425328654
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2040,0.539989961051674
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2050,0.598250479790046
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2060,0.605214115944777
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2070,0.582138833137174
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2080,0.559585379727661
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2090,0.540000710255402
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2100,0.549541708679024
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2020,0.805423386740379
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2030,0.766608240700233
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2040,0.740720300212816
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2050,0.763705345153426
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2060,0.722012973553855
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2070,0.769149188536303
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2080,0.705927686638861
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2090,0.675940092316539
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2100,0.683286062044007
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2020,1.64740506160429
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2030,1.41020777541557
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2040,1.40551518753301
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2050,1.43973023074419
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2060,1.38205424342504
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2070,1.41631150580859
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2080,1.34100161342774
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2090,1.28933985437297
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2100,1.2841360521806
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2020,0.111883835557186
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2030,0.102173081580907
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2040,0.0992404310479549
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2050,0.101114138499593
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2060,0.0961138409768508
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2070,0.0999773483551492
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2080,0.0957234997737784
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2090,0.0907679576625801
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2100,0.0903814748321871
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2020,0.363222383358625
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2030,0.30993934297634
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2040,0.304452411299199
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2050,0.344058394599823
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2060,0.333660796355008
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2070,0.339995248092392
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2080,0.3232749146505
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2090,0.309036842227081
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2100,0.315040499149943
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2020,0.502067504380818
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2030,0.429168882427679
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2040,0.502855713718823
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2050,0.522727571976051
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2060,0.51028448532648
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2070,0.504498127505788
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2080,0.497443843370845
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2090,0.488184865671857
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2100,0.497065511041084
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2020,0.0899855880490133
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2030,0.0905394669645854
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2040,0.0871714735787932
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2050,0.0869482905054996
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2060,0.0815075546566288
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2070,0.0623025053293565
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2080,0.0903963306266486
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2090,0.0828011755925429
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2100,0.0876687143808407
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2020,0.13184199458978
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2030,0.0976131113420746
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2040,0.0920928228714236
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2050,0.0957953237977224
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2060,0.096314240704868
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2070,0.0939850279524288
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2080,0.0924954630851899
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2090,0.0913113052030425
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2100,0.09007242303109
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2020,0.629352744813227
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2030,0.426521126070853
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2040,0.404602524125127
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2050,0.431569792741707
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2060,0.438210132847381
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2070,0.424396944947227
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2080,0.416156954303765
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2090,0.400778191097443
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2100,0.401438593753842
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2020,0.805423386740379
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2030,0.617151690530967
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2040,0.590520787001459
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2050,0.584411981096851
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2060,0.557817298786179
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2070,0.555628902701637
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2080,0.541441785188777
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2090,0.52047686741717
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2100,0.511905892208906
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2020,1.64740506160429
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2030,1.04250226460395
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2040,1.05139448675853
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2050,1.0569448099591
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2060,1.02651471772747
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2070,1.01633141434816
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2080,0.993087781444816
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2090,0.959111187976248
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Road transport,EJ/yr,2100,0.941182574595113
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2020,0.111883835557186
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2030,0.0897512904741121
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2040,0.0787575162418377
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2050,0.0751204784132079
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2060,0.0711216194482005
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2070,0.0699932884901641
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2080,0.0681899530702181
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2090,0.0657159938249968
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2100,0.0653649488127389
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2020,0.363222383358625
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2030,0.248524746678432
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2040,0.250197094651618
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2050,0.253810841230179
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2060,0.246155288745751
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2070,0.242604050056562
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2080,0.238411664564496
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2090,0.231921818832419
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Air transport,EJ/yr,2100,0.227488740201962
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2020,0.502067504380818
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2030,0.440115380167311
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2040,0.49921609666443
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2050,0.50188936783934
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2060,0.446498434681871
