model,scenario,region,variable,unit,year,value
MESSAGEix-Australia,SSP2-40k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2070,416.266921616476
MESSAGEix-Australia,SSP2-40k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2080,386.520556990423
MESSAGEix-Australia,SSP2-40k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2090,371.94092199598
MESSAGEix-Australia,SSP2-40k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2100,367.386091058152
MESSAGEix-Australia,SSP2-30k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2020,497
MESSAGEix-Australia,SSP2-30k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2030,407.341532124386
MESSAGEix-Australia,SSP2-30k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2040,356.678592597555
MESSAGEix-Australia,SSP2-30k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2050,341.490684648357
MESSAGEix-Australia,SSP2-30k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2060,338.078229274467
MESSAGEix-Australia,SSP2-30k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2070,311.74534557422
MESSAGEix-Australia,SSP2-30k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2080,282.372331793786
MESSAGEix-Australia,SSP2-30k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2090,271.174521784129
MESSAGEix-Australia,SSP2-30k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2100,277.010836186162
MESSAGEix-Australia,SSP2-20k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2020,497
MESSAGEix-Australia,SSP2-20k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2030,301.5333580063
MESSAGEix-Australia,SSP2-20k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2040,221.84383858979
MESSAGEix-Australia,SSP2-20k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2050,193.396573074952
MESSAGEix-Australia,SSP2-20k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2060,184.028291847807
MESSAGEix-Australia,SSP2-20k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2070,195.267979271677
MESSAGEix-Australia,SSP2-20k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2080,187.077121784653
MESSAGEix-Australia,SSP2-20k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2090,179.6507367921
MESSAGEix-Australia,SSP2-20k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2100,173.652639242468
MESSAGEix-Australia,SSP2-10k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2020,497
MESSAGEix-Australia,SSP2-10k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2030,236.832530564249
MESSAGEix-Australia,SSP2-10k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2040,136.383429955837
MESSAGEix-Australia,SSP2-10k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2050,102.054506609083
MESSAGEix-Australia,SSP2-10k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2060,101.042062502275
MESSAGEix-Australia,SSP2-10k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2070,93.7233778329885
MESSAGEix-Australia,SSP2-10k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2080,86.1591324479415
MESSAGEix-Australia,SSP2-10k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2090,81.5544701709058
MESSAGEix-Australia,SSP2-10k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2100,89.3265787773927
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GDP (PPP),billion 2005USD,2020,1369.266
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GDP (PPP),billion 2005USD,2030,1932.08100038216
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GDP (PPP),billion 2005USD,2040,2482.4440012382
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GDP (PPP),billion 2005USD,2050,3007.53400243409
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GDP (PPP),billion 2005USD,2060,3518.12600395376
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GDP (PPP),billion 2005USD,2070,4007.49500567832
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GDP (PPP),billion 2005USD,2080,4438.63900732185
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GDP (PPP),billion 2005USD,2090,4790.73400873098
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GDP (PPP),billion 2005USD,2100,5049.74500984626
MESSAGEix-Australia,SSP2-70k-ren,AUS,GDP (PPP),billion 2005USD,2020,1369.266
MESSAGEix-Australia,SSP2-70k-ren,AUS,GDP (PPP),billion 2005USD,2030,1915.90424993921
MESSAGEix-Australia,SSP2-70k-ren,AUS,GDP (PPP),billion 2005USD,2040,2499.56915023566
MESSAGEix-Australia,SSP2-70k-ren,AUS,GDP (PPP),billion 2005USD,2050,2946.46342044509
MESSAGEix-Australia,SSP2-70k-ren,AUS,GDP (PPP),billion 2005USD,2060,3212.08425714226
MESSAGEix-Australia,SSP2-70k-ren,AUS,GDP (PPP),billion 2005USD,2070,3373.41119865895
MESSAGEix-Australia,SSP2-70k-ren,AUS,GDP (PPP),billion 2005USD,2080,3477.38648269477
MESSAGEix-Australia,SSP2-70k-ren,AUS,GDP (PPP),billion 2005USD,2090,3534.18009122235
MESSAGEix-Australia,SSP2-70k-ren,AUS,GDP (PPP),billion 2005USD,2100,3624.87588343465
MESSAGEix-Australia,SSP2-60k-ren,AUS,GDP (PPP),billion 2005USD,2020,1369.29071436526
MESSAGEix-Australia,SSP2-60k-ren,AUS,GDP (PPP),billion 2005USD,2030,1915.34881384936
MESSAGEix-Australia,SSP2-60k-ren,AUS,GDP (PPP),billion 2005USD,2040,2414.25899794871
MESSAGEix-Australia,SSP2-60k-ren,AUS,GDP (PPP),billion 2005USD,2050,2621.04536993812
MESSAGEix-Australia,SSP2-60k-ren,AUS,GDP (PPP),billion 2005USD,2060,2797.7978034023
MESSAGEix-Australia,SSP2-60k-ren,AUS,GDP (PPP),billion 2005USD,2070,2922.40797430167
MESSAGEix-Australia,SSP2-60k-ren,AUS,GDP (PPP),billion 2005USD,2080,3004.54450447634
MESSAGEix-Australia,SSP2-60k-ren,AUS,GDP (PPP),billion 2005USD,2090,3049.01982872572
MESSAGEix-Australia,SSP2-60k-ren,AUS,GDP (PPP),billion 2005USD,2100,3130.35301404086
MESSAGEix-Australia,SSP2-50k-ren,AUS,GDP (PPP),billion 2005USD,2020,1369.29071436526
MESSAGEix-Australia,SSP2-50k-ren,AUS,GDP (PPP),billion 2005USD,2030,1623.9439960033
MESSAGEix-Australia,SSP2-50k-ren,AUS,GDP (PPP),billion 2005USD,2040,1855.92573684991
MESSAGEix-Australia,SSP2-50k-ren,AUS,GDP (PPP),billion 2005USD,2050,2068.31492100057
MESSAGEix-Australia,SSP2-50k-ren,AUS,GDP (PPP),billion 2005USD,2060,2246.80524454102
MESSAGEix-Australia,SSP2-50k-ren,AUS,GDP (PPP),billion 2005USD,2070,2377.05925454433
MESSAGEix-Australia,SSP2-50k-ren,AUS,GDP (PPP),billion 2005USD,2080,2459.46624589316
MESSAGEix-Australia,SSP2-50k-ren,AUS,GDP (PPP),billion 2005USD,2090,2490.57837395706
MESSAGEix-Australia,SSP2-50k-ren,AUS,GDP (PPP),billion 2005USD,2100,2558.13039908263
MESSAGEix-Australia,SSP2-40k-ren,AUS,GDP (PPP),billion 2005USD,2020,1369.29071436526
MESSAGEix-Australia,SSP2-40k-ren,AUS,GDP (PPP),billion 2005USD,2030,1485.02383840871
MESSAGEix-Australia,SSP2-40k-ren,AUS,GDP (PPP),billion 2005USD,2040,1634.8165153759
MESSAGEix-Australia,SSP2-40k-ren,AUS,GDP (PPP),billion 2005USD,2050,1772.74734606945
MESSAGEix-Australia,SSP2-40k-ren,AUS,GDP (PPP),billion 2005USD,2060,1885.2922956813
MESSAGEix-Australia,SSP2-40k-ren,AUS,GDP (PPP),billion 2005USD,2070,1962.63504649228
MESSAGEix-Australia,SSP2-40k-ren,AUS,GDP (PPP),billion 2005USD,2080,2018.62127329609
MESSAGEix-Australia,SSP2-40k-ren,AUS,GDP (PPP),billion 2005USD,2090,2033.17200711922
MESSAGEix-Australia,SSP2-40k-ren,AUS,GDP (PPP),billion 2005USD,2100,2085.96733942551
MESSAGEix-Australia,SSP2-30k-ren,AUS,GDP (PPP),billion 2005USD,2020,1369.32975050053
MESSAGEix-Australia,SSP2-30k-ren,AUS,GDP (PPP),billion 2005USD,2030,1100.16811305123
MESSAGEix-Australia,SSP2-30k-ren,AUS,GDP (PPP),billion 2005USD,2040,1227.69671119673
MESSAGEix-Australia,SSP2-30k-ren,AUS,GDP (PPP),billion 2005USD,2050,1328.66175910552
MESSAGEix-Australia,SSP2-30k-ren,AUS,GDP (PPP),billion 2005USD,2060,1410.72556205585
MESSAGEix-Australia,SSP2-30k-ren,AUS,GDP (PPP),billion 2005USD,2070,1470.90891356655
MESSAGEix-Australia,SSP2-30k-ren,AUS,GDP (PPP),billion 2005USD,2080,1514.35052053454
MESSAGEix-Australia,SSP2-30k-ren,AUS,GDP (PPP),billion 2005USD,2090,1537.90597524179
MESSAGEix-Australia,SSP2-30k-ren,AUS,GDP (PPP),billion 2005USD,2100,1570.19935122165
MESSAGEix-Australia,SSP2-20k-ren,AUS,GDP (PPP),billion 2005USD,2020,1369.36195922546
MESSAGEix-Australia,SSP2-20k-ren,AUS,GDP (PPP),billion 2005USD,2030,855.810436380796
MESSAGEix-Australia,SSP2-20k-ren,AUS,GDP (PPP),billion 2005USD,2040,839.400842944375
MESSAGEix-Australia,SSP2-20k-ren,AUS,GDP (PPP),billion 2005USD,2050,902.822847668911
MESSAGEix-Australia,SSP2-20k-ren,AUS,GDP (PPP),billion 2005USD,2060,943.076880225566
MESSAGEix-Australia,SSP2-20k-ren,AUS,GDP (PPP),billion 2005USD,2070,1003.35777927786
MESSAGEix-Australia,SSP2-20k-ren,AUS,GDP (PPP),billion 2005USD,2080,1032.50704238039
MESSAGEix-Australia,SSP2-20k-ren,AUS,GDP (PPP),billion 2005USD,2090,1043.6348068837
MESSAGEix-Australia,SSP2-20k-ren,AUS,GDP (PPP),billion 2005USD,2100,1061.16089307795
MESSAGEix-Australia,SSP2-10k-ren,AUS,GDP (PPP),billion 2005USD,2020,1368.63908475594
MESSAGEix-Australia,SSP2-10k-ren,AUS,GDP (PPP),billion 2005USD,2030,630.009394265566
MESSAGEix-Australia,SSP2-10k-ren,AUS,GDP (PPP),billion 2005USD,2040,452.391468930553
MESSAGEix-Australia,SSP2-10k-ren,AUS,GDP (PPP),billion 2005USD,2050,493.73568332927
MESSAGEix-Australia,SSP2-10k-ren,AUS,GDP (PPP),billion 2005USD,2060,550.161788517229
MESSAGEix-Australia,SSP2-10k-ren,AUS,GDP (PPP),billion 2005USD,2070,585.536677559153
MESSAGEix-Australia,SSP2-10k-ren,AUS,GDP (PPP),billion 2005USD,2080,584.821989152023
MESSAGEix-Australia,SSP2-10k-ren,AUS,GDP (PPP),billion 2005USD,2090,532.770238047954
MESSAGEix-Australia,SSP2-10k-ren,AUS,GDP (PPP),billion 2005USD,2100,562.767677274774
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Consumption,billion 2005USD,2020,866.988038294726
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Consumption,billion 2005USD,2030,1516.67007604314
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Consumption,billion 2005USD,2040,2005.81688768546
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Consumption,billion 2005USD,2050,2452.39503583321
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Consumption,billion 2005USD,2060,2868.50883455504
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Consumption,billion 2005USD,2070,3216.60247309359
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Consumption,billion 2005USD,2080,3486.37588569422
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Consumption,billion 2005USD,2090,3716.44752251883
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Consumption,billion 2005USD,2100,3936.97750357321
MESSAGEix-Australia,SSP2-70k-ren,AUS,Consumption,billion 2005USD,2020,866.674891781877
MESSAGEix-Australia,SSP2-70k-ren,AUS,Consumption,billion 2005USD,2030,1477.71278043779
MESSAGEix-Australia,SSP2-70k-ren,AUS,Consumption,billion 2005USD,2040,1969.61004826577
MESSAGEix-Australia,SSP2-70k-ren,AUS,Consumption,billion 2005USD,2050,2413.58451177579
MESSAGEix-Australia,SSP2-70k-ren,AUS,Consumption,billion 2005USD,2060,2685.96418249404
MESSAGEix-Australia,SSP2-70k-ren,AUS,Consumption,billion 2005USD,2070,2850.49861161674
MESSAGEix-Australia,SSP2-70k-ren,AUS,Consumption,billion 2005USD,2080,2957.88271165906
MESSAGEix-Australia,SSP2-70k-ren,AUS,Consumption,billion 2005USD,2090,3001.51845328542
MESSAGEix-Australia,SSP2-70k-ren,AUS,Consumption,billion 2005USD,2100,2968.69504472823
MESSAGEix-Australia,SSP2-60k-ren,AUS,Consumption,billion 2005USD,2020,866.674891781802
MESSAGEix-Australia,SSP2-60k-ren,AUS,Consumption,billion 2005USD,2030,1503.21119372893
MESSAGEix-Australia,SSP2-60k-ren,AUS,Consumption,billion 2005USD,2040,1972.44771237078
MESSAGEix-Australia,SSP2-60k-ren,AUS,Consumption,billion 2005USD,2050,2162.72949107484
MESSAGEix-Australia,SSP2-60k-ren,AUS,Consumption,billion 2005USD,2060,2336.80430440032
MESSAGEix-Australia,SSP2-60k-ren,AUS,Consumption,billion 2005USD,2070,2468.26080135991
MESSAGEix-Australia,SSP2-60k-ren,AUS,Consumption,billion 2005USD,2080,2552.89717611471
MESSAGEix-Australia,SSP2-60k-ren,AUS,Consumption,billion 2005USD,2090,2584.71084889488
MESSAGEix-Australia,SSP2-60k-ren,AUS,Consumption,billion 2005USD,2100,2555.89846599963
MESSAGEix-Australia,SSP2-50k-ren,AUS,Consumption,billion 2005USD,2020,866.674891781802
MESSAGEix-Australia,SSP2-50k-ren,AUS,Consumption,billion 2005USD,2030,1283.98511316447
MESSAGEix-Australia,SSP2-50k-ren,AUS,Consumption,billion 2005USD,2040,1484.95222807538
MESSAGEix-Australia,SSP2-50k-ren,AUS,Consumption,billion 2005USD,2050,1676.13723906027
MESSAGEix-Australia,SSP2-50k-ren,AUS,Consumption,billion 2005USD,2060,1849.60442819843
MESSAGEix-Australia,SSP2-50k-ren,AUS,Consumption,billion 2005USD,2070,1983.48689370349
MESSAGEix-Australia,SSP2-50k-ren,AUS,Consumption,billion 2005USD,2080,2073.80723882574
MESSAGEix-Australia,SSP2-50k-ren,AUS,Consumption,billion 2005USD,2090,2116.72424901375
MESSAGEix-Australia,SSP2-50k-ren,AUS,Consumption,billion 2005USD,2100,2095.00181769774
MESSAGEix-Australia,SSP2-40k-ren,AUS,Consumption,billion 2005USD,2020,866.674891781802
MESSAGEix-Australia,SSP2-40k-ren,AUS,Consumption,billion 2005USD,2030,1183.36032898509
MESSAGEix-Australia,SSP2-40k-ren,AUS,Consumption,billion 2005USD,2040,1315.46753756595
MESSAGEix-Australia,SSP2-40k-ren,AUS,Consumption,billion 2005USD,2050,1442.37052277855
MESSAGEix-Australia,SSP2-40k-ren,AUS,Consumption,billion 2005USD,2060,1558.46473637992
MESSAGEix-Australia,SSP2-40k-ren,AUS,Consumption,billion 2005USD,2070,1646.13588389278
MESSAGEix-Australia,SSP2-40k-ren,AUS,Consumption,billion 2005USD,2080,1702.5816911956
MESSAGEix-Australia,SSP2-40k-ren,AUS,Consumption,billion 2005USD,2090,1723.79890954383
MESSAGEix-Australia,SSP2-40k-ren,AUS,Consumption,billion 2005USD,2100,1704.58331556795
MESSAGEix-Australia,SSP2-30k-ren,AUS,Consumption,billion 2005USD,2020,866.674891781802
MESSAGEix-Australia,SSP2-30k-ren,AUS,Consumption,billion 2005USD,2030,887.552234476678
MESSAGEix-Australia,SSP2-30k-ren,AUS,Consumption,billion 2005USD,2040,986.636211938568
MESSAGEix-Australia,SSP2-30k-ren,AUS,Consumption,billion 2005USD,2050,1081.8168811974
MESSAGEix-Australia,SSP2-30k-ren,AUS,Consumption,billion 2005USD,2060,1168.89067957295
MESSAGEix-Australia,SSP2-30k-ren,AUS,Consumption,billion 2005USD,2070,1234.64641007042
MESSAGEix-Australia,SSP2-30k-ren,AUS,Consumption,billion 2005USD,2080,1276.98229134957
MESSAGEix-Australia,SSP2-30k-ren,AUS,Consumption,billion 2005USD,2090,1292.89577863889
MESSAGEix-Australia,SSP2-30k-ren,AUS,Consumption,billion 2005USD,2100,1278.48356373535
MESSAGEix-Australia,SSP2-20k-ren,AUS,Consumption,billion 2005USD,2020,866.674891781802
MESSAGEix-Australia,SSP2-20k-ren,AUS,Consumption,billion 2005USD,2030,755.355037417583
MESSAGEix-Australia,SSP2-20k-ren,AUS,Consumption,billion 2005USD,2040,657.804524343764
MESSAGEix-Australia,SSP2-20k-ren,AUS,Consumption,billion 2005USD,2050,721.26284272994
MESSAGEix-Australia,SSP2-20k-ren,AUS,Consumption,billion 2005USD,2060,779.316193934969
MESSAGEix-Australia,SSP2-20k-ren,AUS,Consumption,billion 2005USD,2070,823.156483293231
MESSAGEix-Australia,SSP2-20k-ren,AUS,Consumption,billion 2005USD,2080,851.382423017051
MESSAGEix-Australia,SSP2-20k-ren,AUS,Consumption,billion 2005USD,2090,861.992173409692
MESSAGEix-Australia,SSP2-20k-ren,AUS,Consumption,billion 2005USD,2100,852.383342865413
MESSAGEix-Australia,SSP2-10k-ren,AUS,Consumption,billion 2005USD,2020,866.273052414812
MESSAGEix-Australia,SSP2-10k-ren,AUS,Consumption,billion 2005USD,2030,608.291591811158
MESSAGEix-Australia,SSP2-10k-ren,AUS,Consumption,billion 2005USD,2040,328.968261443153
MESSAGEix-Australia,SSP2-10k-ren,AUS,Consumption,billion 2005USD,2050,360.703787577505
MESSAGEix-Australia,SSP2-10k-ren,AUS,Consumption,billion 2005USD,2060,389.736287826596
MESSAGEix-Australia,SSP2-10k-ren,AUS,Consumption,billion 2005USD,2070,411.660831118151
MESSAGEix-Australia,SSP2-10k-ren,AUS,Consumption,billion 2005USD,2080,425.7766329634
MESSAGEix-Australia,SSP2-10k-ren,AUS,Consumption,billion 2005USD,2090,431.082572664095
MESSAGEix-Australia,SSP2-10k-ren,AUS,Consumption,billion 2005USD,2100,426.277193312522
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy,EJ/yr,2020,4.28118249909331
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy,EJ/yr,2030,5.18663172056623
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy,EJ/yr,2040,5.95440459916483
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy,EJ/yr,2050,6.62940854372001
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy,EJ/yr,2060,7.18297221862116
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy,EJ/yr,2070,7.65588936034533
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy,EJ/yr,2080,8.06274972160231
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy,EJ/yr,2090,8.32269231482938
MESSAGEix-Australia,SSP2-baseline-ren,AUS,Useful Energy,EJ/yr,2100,8.39718155206074
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy,EJ/yr,2020,4.28118249909331
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy,EJ/yr,2030,4.84475551463603
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy,EJ/yr,2040,5.81865706785962
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy,EJ/yr,2050,6.41842915734683
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy,EJ/yr,2060,6.54190633715739
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy,EJ/yr,2070,6.60103965665718
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy,EJ/yr,2080,6.43324200155166
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy,EJ/yr,2090,6.33709052459044
MESSAGEix-Australia,SSP2-70k-ren,AUS,Useful Energy,EJ/yr,2100,6.25586212873383
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy,EJ/yr,2020,4.28118249909331
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy,EJ/yr,2030,4.92621573840137
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy,EJ/yr,2040,5.68691313413332
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy,EJ/yr,2050,5.8216782336502
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy,EJ/yr,2060,5.80035024267416
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy,EJ/yr,2070,5.72394816182226
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy,EJ/yr,2080,5.60013145581888
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy,EJ/yr,2090,5.47838439341429
MESSAGEix-Australia,SSP2-60k-ren,AUS,Useful Energy,EJ/yr,2100,5.52593988155468
MESSAGEix-Australia,SSP2-50k-ren,AUS,Useful Energy,EJ/yr,2020,4.28118249909331
MESSAGEix-Australia,SSP2-50k-ren,AUS,Useful Energy,EJ/yr,2030,4.24126584648176
MESSAGEix-Australia,SSP2-50k-ren,AUS,Useful Energy,EJ/yr,2040,4.41658635883594
MESSAGEix-Australia,SSP2-50k-ren,AUS,Useful Energy,EJ/yr,2050,4.64448168766932
MESSAGEix-Australia,SSP2-50k-ren,AUS,Useful Energy,EJ/yr,2060,4.71250750090463
MESSAGEix-Australia,SSP2-50k-ren,AUS,Useful Energy,EJ/yr,2070,4.68282081516713
MESSAGEix-Australia,SSP2-50k-ren,AUS,Useful Energy,EJ/yr,2080,4.62424113000723
MESSAGEix-Australia,SSP2-50k-ren,AUS,Useful Energy,EJ/yr,2090,4.57221570172665
MESSAGEix-Australia,SSP2-50k-ren,AUS,Useful Energy,EJ/yr,2100,4.63806657516589
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy,EJ/yr,2020,4.28118249909331
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy,EJ/yr,2030,3.91016975368143
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy,EJ/yr,2040,3.91342262384139
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy,EJ/yr,2050,4.06460626774443
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy,EJ/yr,2060,4.02050572758051
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy,EJ/yr,2070,3.88347195726601
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy,EJ/yr,2080,3.8844648771731
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy,EJ/yr,2090,3.84631220165206
MESSAGEix-Australia,SSP2-40k-ren,AUS,Useful Energy,EJ/yr,2100,3.86030105476057
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy,EJ/yr,2020,4.28118249909331
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy,EJ/yr,2030,3.31539171178358
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy,EJ/yr,2040,3.12619891537304
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy,EJ/yr,2050,3.14109232788953
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy,EJ/yr,2060,3.03240536936849
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy,EJ/yr,2070,3.02998536255356
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy,EJ/yr,2080,2.94005367221411
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy,EJ/yr,2090,2.91333136954104
MESSAGEix-Australia,SSP2-30k-ren,AUS,Useful Energy,EJ/yr,2100,2.97439942625461
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy,EJ/yr,2020,4.28118249909331
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy,EJ/yr,2030,2.68990322360334
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy,EJ/yr,2040,2.1865113566719
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy,EJ/yr,2050,2.25762559859544
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy,EJ/yr,2060,2.23817564789587
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy,EJ/yr,2070,2.2086169801823
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy,EJ/yr,2080,2.27083729204519
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy,EJ/yr,2090,2.14033032016405
MESSAGEix-Australia,SSP2-20k-ren,AUS,Useful Energy,EJ/yr,2100,2.19360143621646
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy,EJ/yr,2020,4.28118249909331
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy,EJ/yr,2030,2.22694901316295
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy,EJ/yr,2040,1.3688012425939
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy,EJ/yr,2050,1.28064189387395
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy,EJ/yr,2060,1.28787096377855
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy,EJ/yr,2070,1.26670316704059
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy,EJ/yr,2080,1.28232841230563
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy,EJ/yr,2090,1.14860853155429
MESSAGEix-Australia,SSP2-10k-ren,AUS,Useful Energy,EJ/yr,2100,1.11094763208322
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GHG emissions,Mt CO2-equiv/yr,2020,497
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GHG emissions,Mt CO2-equiv/yr,2030,519.388353036655
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GHG emissions,Mt CO2-equiv/yr,2040,442.772375961597
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GHG emissions,Mt CO2-equiv/yr,2050,362.024738614706
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GHG emissions,Mt CO2-equiv/yr,2060,259.440440695651
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GHG emissions,Mt CO2-equiv/yr,2070,257.086207202785
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GHG emissions,Mt CO2-equiv/yr,2080,231.026460356463
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GHG emissions,Mt CO2-equiv/yr,2090,132.964030632904
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GHG emissions,Mt CO2-equiv/yr,2100,111.34622538169
MESSAGEix-Australia,SSP2-70k-ren,AUS,GHG emissions,Mt CO2-equiv/yr,2020,497
MESSAGEix-Australia,SSP2-70k-ren,AUS,GHG emissions,Mt CO2-equiv/yr,2030,489.243855567278
MESSAGEix-Australia,SSP2-70k-ren,AUS,GHG emissions,Mt CO2-equiv/yr,2040,429.354386316423
MESSAGEix-Australia,SSP2-70k-ren,AUS,GHG emissions,Mt CO2-equiv/yr,2050,350.681257555764
MESSAGEix-Australia,SSP2-70k-ren,AUS,GHG emissions,Mt CO2-equiv/yr,2060,252.039325529451
MESSAGEix-Australia,SSP2-70k-ren,AUS,GHG emissions,Mt CO2-equiv/yr,2070,221.136193120638
