model,scenario,region,variable,unit,year,value,MOD.SCEN
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2080,1.0794867248609155,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2090,1.0199883361644007,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2100,1.0239132601278578,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2030,1.0326640993135878,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2040,1.0656664844315755,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2050,1.1113807286603345,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2060,1.164104908864227,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2070,1.0938355315095956,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2080,1.1120322027626097,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2090,1.0477672812314591,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2100,1.03577284067032,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2030,0.94342058282002,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2040,1.013402677261868,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2050,1.0710211015283526,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2060,1.1328036912749768,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2070,1.0678055341538712,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2080,1.082230126660124,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2090,1.0215010236941886,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2100,1.0109737678653816,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2030,0.9763833630894029,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2040,1.033136677867439,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2050,1.0847798958551147,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2060,1.1423935992174585,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2070,1.0751180413914867,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2080,1.0890902098770674,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2090,1.0273752868197883,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2100,1.0164519001229821,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Air transport,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Air transport,EJ/yr,2030,0.9631857478452299,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Air transport,EJ/yr,2040,0.9505957396879877,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Air transport,EJ/yr,2050,1.0958958434896298,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Air transport,EJ/yr,2060,1.1507392930205878,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Air transport,EJ/yr,2070,1.076884316147189,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Air transport,EJ/yr,2080,1.09527406249659,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Air transport,EJ/yr,2090,1.0294494584481861,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Air transport,EJ/yr,2100,1.0185081458493253,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2030,0.9430023036461164,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2040,1.1199381515753455,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2050,1.1561220294018946,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2060,1.213259448732603,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2070,1.1510030735621726,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2080,1.1709289845956774,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2090,1.1546910674753148,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2100,1.147030069039878,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2030,1.0318921572882944,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2040,1.0662150705023663,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2050,1.1100807384508604,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2060,1.1625229031474342,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2070,1.0916203178878743,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2080,1.107688072674986,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2090,1.0437051844498806,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2100,1.032016082505136,MESSAGEix-Australia_SSP2-50k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2030,0.8451594189993128,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2040,0.9207685941935094,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2050,0.9020129667419684,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2060,0.9681078419082115,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2070,0.9523729605810762,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2080,0.9175083896264791,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2090,0.9110693260471966,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2100,0.8987178063389819,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2030,0.933688217535223,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2040,0.9344579416201092,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2050,0.8700099920231164,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2060,0.9329447930940443,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2070,0.9047773732704685,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2080,0.8749183403459234,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2090,0.8462262155636299,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2100,0.8488109916957555,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2030,0.9740917162054678,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2040,0.9575276005615618,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2050,0.9455660138713364,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2060,0.9371345968451296,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2070,0.9143563860265385,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2080,0.9045910775623762,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2090,0.8717785056161537,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2100,0.8632488179272022,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2030,0.87619567512013,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2040,0.9020611121648991,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2050,0.9039191563354017,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2060,0.9048767833469173,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2070,0.8884154776575798,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2080,0.8767918206816797,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2090,0.8469482352207596,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2100,0.8372004760846357,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2030,0.927142516949559,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2040,0.9364413882410713,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2050,0.9278612061518513,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2060,0.921308490737637,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2070,0.8991313702301372,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2080,0.8837245380384383,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2090,0.8523215398539463,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Rail transport and shipping,EJ/yr,2100,0.8510712598704192,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Air transport,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Air transport,EJ/yr,2030,0.9021892665443042,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Air transport,EJ/yr,2040,0.8801282663764034,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Air transport,EJ/yr,2050,0.9302413431774859,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Air transport,EJ/yr,2060,0.9209728853586843,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Air transport,EJ/yr,2070,0.8971774297724068,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Air transport,EJ/yr,2080,0.8875137228497985,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Air transport,EJ/yr,2090,0.8536394361229097,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Air transport,EJ/yr,2100,0.8478466480687701,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2030,0.8861323894332839,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2040,1.0323638711935121,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2050,1.00063852513941,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2060,1.0284703281952798,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2070,0.9618013793204124,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2080,0.9551103916211549,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2090,0.958785628682286,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Residential-commercial thermal,EJ/yr,2100,0.9559172894564442,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2030,0.940062780175808,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2040,0.9549708259592694,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2050,0.9518400056268675,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2060,0.9457476437474809,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2070,0.9199932280020441,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2080,0.9039268351937753,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2090,0.8693740157380158,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Useful Energy|Residential-commercial specific,EJ/yr,2100,0.8694441210992139,MESSAGEix-Australia_SSP2-40k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2030,0.7160224459729181,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2040,0.8358729453387959,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2050,0.5327611488716603,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2060,0.7277189719353047,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2070,0.7205150579665477,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2080,0.7141343269422143,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2090,0.692762744505636,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry feedstock,EJ/yr,2100,0.6957446885677238,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2030,0.821190187358538,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2040,0.7872388723399005,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2050,0.6887372765901363,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2060,0.6941837882929179,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2070,0.6827059357643225,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2080,0.6553837812210257,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2090,0.6406958097509556,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry thermal,EJ/yr,2100,0.6420200338824565,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2030,0.8784918628218897,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2040,0.8203683216000504,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2050,0.7362143110950771,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2060,0.7172601430915052,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2070,0.7201942876819438,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2080,0.6951322217717076,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2090,0.6600498573310025,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Industry_specific,EJ/yr,2100,0.6630797819207966,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2030,0.7456149654079353,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2040,0.7434139173756323,MESSAGEix-Australia_SSP2-30k-6Gt
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Useful Energy|Road transport,EJ/yr,2050,0.6911705866911335,MESSAGEix-Australia_SSP2-30k-6Gt
