model,scenario,region,variable,unit,year,value,MOD.SCEN
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2050,0.06057394727650643,MESSAGEix-Australia_SSP2-60k-4Gt
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2060,0.01948618803403644,MESSAGEix-Australia_SSP2-60k-4Gt
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2070,0.0067944136472031305,MESSAGEix-Australia_SSP2-60k-4Gt
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2080,0.0013025229295141358,MESSAGEix-Australia_SSP2-60k-4Gt
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2090,0,MESSAGEix-Australia_SSP2-60k-4Gt
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2100,0,MESSAGEix-Australia_SSP2-60k-4Gt
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-50k-4Gt
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2030,0.4040319991287549,MESSAGEix-Australia_SSP2-50k-4Gt
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2040,0.15439508706238894,MESSAGEix-Australia_SSP2-50k-4Gt
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2050,0.05383423811601777,MESSAGEix-Australia_SSP2-50k-4Gt
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2060,0.01742962200658839,MESSAGEix-Australia_SSP2-50k-4Gt
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2070,0.006077333412789883,MESSAGEix-Australia_SSP2-50k-4Gt
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2080,0,MESSAGEix-Australia_SSP2-50k-4Gt
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2090,0,MESSAGEix-Australia_SSP2-50k-4Gt
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2100,0,MESSAGEix-Australia_SSP2-50k-4Gt
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-40k-4Gt
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2030,0.3990779405309782,MESSAGEix-Australia_SSP2-40k-4Gt
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2040,0.13914987378266214,MESSAGEix-Australia_SSP2-40k-4Gt
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2050,0.04719719653486123,MESSAGEix-Australia_SSP2-40k-4Gt
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2060,0.015525551757707333,MESSAGEix-Australia_SSP2-40k-4Gt
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2070,0.00541342516856921,MESSAGEix-Australia_SSP2-40k-4Gt
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2080,0,MESSAGEix-Australia_SSP2-40k-4Gt
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2090,0,MESSAGEix-Australia_SSP2-40k-4Gt
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2100,0,MESSAGEix-Australia_SSP2-40k-4Gt
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-30k-4Gt
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2030,0.37816528034875596,MESSAGEix-Australia_SSP2-30k-4Gt
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2040,0.13140400386778078,MESSAGEix-Australia_SSP2-30k-4Gt
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2050,0.04449637869572286,MESSAGEix-Australia_SSP2-30k-4Gt
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2060,0.014583834806562333,MESSAGEix-Australia_SSP2-30k-4Gt
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2070,0.005085068771028261,MESSAGEix-Australia_SSP2-30k-4Gt
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2080,0,MESSAGEix-Australia_SSP2-30k-4Gt
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2090,0,MESSAGEix-Australia_SSP2-30k-4Gt
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2100,0,MESSAGEix-Australia_SSP2-30k-4Gt
MESSAGEix-Australia,SSP2-20k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-20k-4Gt
MESSAGEix-Australia,SSP2-20k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2030,0.34503345736883784,MESSAGEix-Australia_SSP2-20k-4Gt
MESSAGEix-Australia,SSP2-20k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2040,0.12672659601589564,MESSAGEix-Australia_SSP2-20k-4Gt
MESSAGEix-Australia,SSP2-20k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2050,0.04418683181800538,MESSAGEix-Australia_SSP2-20k-4Gt
MESSAGEix-Australia,SSP2-20k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2060,0.01401517120777446,MESSAGEix-Australia_SSP2-20k-4Gt
MESSAGEix-Australia,SSP2-20k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2070,0.003735781814351982,MESSAGEix-Australia_SSP2-20k-4Gt
MESSAGEix-Australia,SSP2-20k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2080,0,MESSAGEix-Australia_SSP2-20k-4Gt
MESSAGEix-Australia,SSP2-20k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2090,0,MESSAGEix-Australia_SSP2-20k-4Gt
MESSAGEix-Australia,SSP2-20k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2100,0,MESSAGEix-Australia_SSP2-20k-4Gt
MESSAGEix-Australia,SSP2-10k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-10k-4Gt
MESSAGEix-Australia,SSP2-10k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2030,0.347422360601969,MESSAGEix-Australia_SSP2-10k-4Gt
MESSAGEix-Australia,SSP2-10k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2040,0.12068461056635166,MESSAGEix-Australia_SSP2-10k-4Gt
MESSAGEix-Australia,SSP2-10k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2050,0.040758757360562156,MESSAGEix-Australia_SSP2-10k-4Gt
MESSAGEix-Australia,SSP2-10k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2060,0.013278127926928555,MESSAGEix-Australia_SSP2-10k-4Gt
MESSAGEix-Australia,SSP2-10k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2070,0.003735781814351982,MESSAGEix-Australia_SSP2-10k-4Gt
MESSAGEix-Australia,SSP2-10k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2080,0,MESSAGEix-Australia_SSP2-10k-4Gt
MESSAGEix-Australia,SSP2-10k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2090,0,MESSAGEix-Australia_SSP2-10k-4Gt
MESSAGEix-Australia,SSP2-10k-4Gt,AUS,Primary Energy|Oil,EJ/yr,2100,0,MESSAGEix-Australia_SSP2-10k-4Gt
MESSAGEix-Australia,SSP2-30k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-30k-3Gt
MESSAGEix-Australia,SSP2-30k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2030,0.357452684521483,MESSAGEix-Australia_SSP2-30k-3Gt
MESSAGEix-Australia,SSP2-30k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2040,0.12416872640992921,MESSAGEix-Australia_SSP2-30k-3Gt
MESSAGEix-Australia,SSP2-30k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2050,0.04079023904615189,MESSAGEix-Australia_SSP2-30k-3Gt
MESSAGEix-Australia,SSP2-30k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2060,0.013801137838325508,MESSAGEix-Australia_SSP2-30k-3Gt
MESSAGEix-Australia,SSP2-30k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2070,0.004812159213072425,MESSAGEix-Australia_SSP2-30k-3Gt
MESSAGEix-Australia,SSP2-30k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2080,0.0013047095236305714,MESSAGEix-Australia_SSP2-30k-3Gt
MESSAGEix-Australia,SSP2-30k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2090,0,MESSAGEix-Australia_SSP2-30k-3Gt
MESSAGEix-Australia,SSP2-30k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2100,0,MESSAGEix-Australia_SSP2-30k-3Gt
MESSAGEix-Australia,SSP2-20k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-20k-3Gt
MESSAGEix-Australia,SSP2-20k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2030,0.3449643250306682,MESSAGEix-Australia_SSP2-20k-3Gt
MESSAGEix-Australia,SSP2-20k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2040,0.1491193973949032,MESSAGEix-Australia_SSP2-20k-3Gt
MESSAGEix-Australia,SSP2-20k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2050,0.051994718872307055,MESSAGEix-Australia_SSP2-20k-3Gt
MESSAGEix-Australia,SSP2-20k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2060,0.017712074507979868,MESSAGEix-Australia_SSP2-20k-3Gt
MESSAGEix-Australia,SSP2-20k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2070,0.003894389994793213,MESSAGEix-Australia_SSP2-20k-3Gt
MESSAGEix-Australia,SSP2-20k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2080,0,MESSAGEix-Australia_SSP2-20k-3Gt
MESSAGEix-Australia,SSP2-20k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2090,0,MESSAGEix-Australia_SSP2-20k-3Gt
MESSAGEix-Australia,SSP2-20k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2100,0,MESSAGEix-Australia_SSP2-20k-3Gt
MESSAGEix-Australia,SSP2-10k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-10k-3Gt
MESSAGEix-Australia,SSP2-10k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2030,0.3449643250306682,MESSAGEix-Australia_SSP2-10k-3Gt
MESSAGEix-Australia,SSP2-10k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2040,0.11981893434994652,MESSAGEix-Australia_SSP2-10k-3Gt
MESSAGEix-Australia,SSP2-10k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2050,0.0399794254844838,MESSAGEix-Australia_SSP2-10k-3Gt
MESSAGEix-Australia,SSP2-10k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2060,0.013317583960844582,MESSAGEix-Australia_SSP2-10k-3Gt
MESSAGEix-Australia,SSP2-10k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2070,0.0037676820730207948,MESSAGEix-Australia_SSP2-10k-3Gt
MESSAGEix-Australia,SSP2-10k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2080,0,MESSAGEix-Australia_SSP2-10k-3Gt
MESSAGEix-Australia,SSP2-10k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2090,0,MESSAGEix-Australia_SSP2-10k-3Gt
MESSAGEix-Australia,SSP2-10k-3Gt,AUS,Primary Energy|Oil,EJ/yr,2100,0,MESSAGEix-Australia_SSP2-10k-3Gt
MESSAGEix-Australia,SSP2-baseline-7Gt,AUS,Primary Energy|Solar,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-baseline-7Gt
MESSAGEix-Australia,SSP2-baseline-7Gt,AUS,Primary Energy|Solar,EJ/yr,2030,6.228244954939255,MESSAGEix-Australia_SSP2-baseline-7Gt
MESSAGEix-Australia,SSP2-baseline-7Gt,AUS,Primary Energy|Solar,EJ/yr,2040,11.944419526467295,MESSAGEix-Australia_SSP2-baseline-7Gt
MESSAGEix-Australia,SSP2-baseline-7Gt,AUS,Primary Energy|Solar,EJ/yr,2050,18.92719246581305,MESSAGEix-Australia_SSP2-baseline-7Gt
MESSAGEix-Australia,SSP2-baseline-7Gt,AUS,Primary Energy|Solar,EJ/yr,2060,22.407636277672243,MESSAGEix-Australia_SSP2-baseline-7Gt
MESSAGEix-Australia,SSP2-baseline-7Gt,AUS,Primary Energy|Solar,EJ/yr,2070,24.525823931266977,MESSAGEix-Australia_SSP2-baseline-7Gt
MESSAGEix-Australia,SSP2-baseline-7Gt,AUS,Primary Energy|Solar,EJ/yr,2080,26.217864883333515,MESSAGEix-Australia_SSP2-baseline-7Gt
MESSAGEix-Australia,SSP2-baseline-7Gt,AUS,Primary Energy|Solar,EJ/yr,2090,27.2647324411677,MESSAGEix-Australia_SSP2-baseline-7Gt
MESSAGEix-Australia,SSP2-baseline-7Gt,AUS,Primary Energy|Solar,EJ/yr,2100,27.57708181002438,MESSAGEix-Australia_SSP2-baseline-7Gt
MESSAGEix-Australia,SSP2-70k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-70k-7Gt
MESSAGEix-Australia,SSP2-70k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2030,5.675544508786067,MESSAGEix-Australia_SSP2-70k-7Gt
MESSAGEix-Australia,SSP2-70k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2040,11.807026116229133,MESSAGEix-Australia_SSP2-70k-7Gt
MESSAGEix-Australia,SSP2-70k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2050,18.722881785841132,MESSAGEix-Australia_SSP2-70k-7Gt
MESSAGEix-Australia,SSP2-70k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2060,20.28221434436665,MESSAGEix-Australia_SSP2-70k-7Gt
MESSAGEix-Australia,SSP2-70k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2070,19.800815728270226,MESSAGEix-Australia_SSP2-70k-7Gt
MESSAGEix-Australia,SSP2-70k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2080,20.83905517701387,MESSAGEix-Australia_SSP2-70k-7Gt
MESSAGEix-Australia,SSP2-70k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2090,19.651431365527706,MESSAGEix-Australia_SSP2-70k-7Gt
MESSAGEix-Australia,SSP2-70k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2100,19.69207790811979,MESSAGEix-Australia_SSP2-70k-7Gt
MESSAGEix-Australia,SSP2-60k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-60k-7Gt
MESSAGEix-Australia,SSP2-60k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2030,5.521652363598603,MESSAGEix-Australia_SSP2-60k-7Gt
MESSAGEix-Australia,SSP2-60k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2040,11.32937163365162,MESSAGEix-Australia_SSP2-60k-7Gt
MESSAGEix-Australia,SSP2-60k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2050,16.706513138042837,MESSAGEix-Australia_SSP2-60k-7Gt
MESSAGEix-Australia,SSP2-60k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2060,17.652351107593695,MESSAGEix-Australia_SSP2-60k-7Gt
MESSAGEix-Australia,SSP2-60k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2070,17.298598904610344,MESSAGEix-Australia_SSP2-60k-7Gt
MESSAGEix-Australia,SSP2-60k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2080,16.84578412490416,MESSAGEix-Australia_SSP2-60k-7Gt
MESSAGEix-Australia,SSP2-60k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2090,16.52653281759047,MESSAGEix-Australia_SSP2-60k-7Gt
MESSAGEix-Australia,SSP2-60k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2100,16.432237580401857,MESSAGEix-Australia_SSP2-60k-7Gt
MESSAGEix-Australia,SSP2-50k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-50k-7Gt
MESSAGEix-Australia,SSP2-50k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2030,3.7876656999115736,MESSAGEix-Australia_SSP2-50k-7Gt
MESSAGEix-Australia,SSP2-50k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2040,9.04364889287846,MESSAGEix-Australia_SSP2-50k-7Gt
MESSAGEix-Australia,SSP2-50k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2050,11.89807678667826,MESSAGEix-Australia_SSP2-50k-7Gt
MESSAGEix-Australia,SSP2-50k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2060,13.791662835319775,MESSAGEix-Australia_SSP2-50k-7Gt
MESSAGEix-Australia,SSP2-50k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2070,13.91176729585376,MESSAGEix-Australia_SSP2-50k-7Gt
MESSAGEix-Australia,SSP2-50k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2080,13.688485084624054,MESSAGEix-Australia_SSP2-50k-7Gt
MESSAGEix-Australia,SSP2-50k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2090,13.345334499704862,MESSAGEix-Australia_SSP2-50k-7Gt
MESSAGEix-Australia,SSP2-50k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2100,13.259209060174605,MESSAGEix-Australia_SSP2-50k-7Gt
MESSAGEix-Australia,SSP2-40k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-40k-7Gt
MESSAGEix-Australia,SSP2-40k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2030,3.3247520874725502,MESSAGEix-Australia_SSP2-40k-7Gt
MESSAGEix-Australia,SSP2-40k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2040,7.385481067351707,MESSAGEix-Australia_SSP2-40k-7Gt
MESSAGEix-Australia,SSP2-40k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2050,9.935831797351911,MESSAGEix-Australia_SSP2-40k-7Gt
MESSAGEix-Australia,SSP2-40k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2060,10.97276339418218,MESSAGEix-Australia_SSP2-40k-7Gt
MESSAGEix-Australia,SSP2-40k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2070,11.389083408271638,MESSAGEix-Australia_SSP2-40k-7Gt
MESSAGEix-Australia,SSP2-40k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2080,10.914445171075696,MESSAGEix-Australia_SSP2-40k-7Gt
MESSAGEix-Australia,SSP2-40k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2090,10.596141363587842,MESSAGEix-Australia_SSP2-40k-7Gt
MESSAGEix-Australia,SSP2-40k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2100,10.505469290083123,MESSAGEix-Australia_SSP2-40k-7Gt
MESSAGEix-Australia,SSP2-30k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-30k-7Gt
MESSAGEix-Australia,SSP2-30k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2030,2.679991826468674,MESSAGEix-Australia_SSP2-30k-7Gt
MESSAGEix-Australia,SSP2-30k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2040,5.1438865413794295,MESSAGEix-Australia_SSP2-30k-7Gt
MESSAGEix-Australia,SSP2-30k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2050,7.29155992569779,MESSAGEix-Australia_SSP2-30k-7Gt
MESSAGEix-Australia,SSP2-30k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2060,8.049985871630668,MESSAGEix-Australia_SSP2-30k-7Gt
MESSAGEix-Australia,SSP2-30k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2070,8.067988391118792,MESSAGEix-Australia_SSP2-30k-7Gt
MESSAGEix-Australia,SSP2-30k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2080,8.001725801528998,MESSAGEix-Australia_SSP2-30k-7Gt
MESSAGEix-Australia,SSP2-30k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2090,7.740575189410079,MESSAGEix-Australia_SSP2-30k-7Gt
MESSAGEix-Australia,SSP2-30k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2100,7.768350208468342,MESSAGEix-Australia_SSP2-30k-7Gt
MESSAGEix-Australia,SSP2-20k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-20k-7Gt
MESSAGEix-Australia,SSP2-20k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2030,2.0614835860257514,MESSAGEix-Australia_SSP2-20k-7Gt
MESSAGEix-Australia,SSP2-20k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2040,3.32798367411991,MESSAGEix-Australia_SSP2-20k-7Gt
MESSAGEix-Australia,SSP2-20k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2050,4.9626977586504495,MESSAGEix-Australia_SSP2-20k-7Gt
MESSAGEix-Australia,SSP2-20k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2060,5.301991710253722,MESSAGEix-Australia_SSP2-20k-7Gt
MESSAGEix-Australia,SSP2-20k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2070,5.804576824638477,MESSAGEix-Australia_SSP2-20k-7Gt
MESSAGEix-Australia,SSP2-20k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2080,5.6313842079822605,MESSAGEix-Australia_SSP2-20k-7Gt
MESSAGEix-Australia,SSP2-20k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2090,5.5397347048845695,MESSAGEix-Australia_SSP2-20k-7Gt
MESSAGEix-Australia,SSP2-20k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2100,5.918685026112269,MESSAGEix-Australia_SSP2-20k-7Gt
MESSAGEix-Australia,SSP2-10k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-10k-7Gt
MESSAGEix-Australia,SSP2-10k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2030,1.6664575861996147,MESSAGEix-Australia_SSP2-10k-7Gt
MESSAGEix-Australia,SSP2-10k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2040,2.0311525789906635,MESSAGEix-Australia_SSP2-10k-7Gt
MESSAGEix-Australia,SSP2-10k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2050,2.7000197153540415,MESSAGEix-Australia_SSP2-10k-7Gt
MESSAGEix-Australia,SSP2-10k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2060,3.0816373229687914,MESSAGEix-Australia_SSP2-10k-7Gt
MESSAGEix-Australia,SSP2-10k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2070,3.6512637545419606,MESSAGEix-Australia_SSP2-10k-7Gt
MESSAGEix-Australia,SSP2-10k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2080,3.5706870573870515,MESSAGEix-Australia_SSP2-10k-7Gt
MESSAGEix-Australia,SSP2-10k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2090,3.296925526128265,MESSAGEix-Australia_SSP2-10k-7Gt
MESSAGEix-Australia,SSP2-10k-7Gt,AUS,Primary Energy|Solar,EJ/yr,2100,3.618797363883673,MESSAGEix-Australia_SSP2-10k-7Gt
MESSAGEix-Australia,SSP2-baseline-fossil,AUS,Primary Energy|Solar,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-baseline-fossil
MESSAGEix-Australia,SSP2-baseline-fossil,AUS,Primary Energy|Solar,EJ/yr,2030,1.2419240295835476,MESSAGEix-Australia_SSP2-baseline-fossil
MESSAGEix-Australia,SSP2-baseline-fossil,AUS,Primary Energy|Solar,EJ/yr,2040,1.9131989764098183,MESSAGEix-Australia_SSP2-baseline-fossil
MESSAGEix-Australia,SSP2-baseline-fossil,AUS,Primary Energy|Solar,EJ/yr,2050,3.654313308394489,MESSAGEix-Australia_SSP2-baseline-fossil
MESSAGEix-Australia,SSP2-baseline-fossil,AUS,Primary Energy|Solar,EJ/yr,2060,4.980958785107959,MESSAGEix-Australia_SSP2-baseline-fossil
MESSAGEix-Australia,SSP2-baseline-fossil,AUS,Primary Energy|Solar,EJ/yr,2070,4.977026969057679,MESSAGEix-Australia_SSP2-baseline-fossil
MESSAGEix-Australia,SSP2-baseline-fossil,AUS,Primary Energy|Solar,EJ/yr,2080,4.977026969057679,MESSAGEix-Australia_SSP2-baseline-fossil
MESSAGEix-Australia,SSP2-baseline-fossil,AUS,Primary Energy|Solar,EJ/yr,2090,4.977026969057679,MESSAGEix-Australia_SSP2-baseline-fossil
MESSAGEix-Australia,SSP2-baseline-fossil,AUS,Primary Energy|Solar,EJ/yr,2100,4.977026969057679,MESSAGEix-Australia_SSP2-baseline-fossil
MESSAGEix-Australia,SSP2-70k-fossil,AUS,Primary Energy|Solar,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-70k-fossil
MESSAGEix-Australia,SSP2-70k-fossil,AUS,Primary Energy|Solar,EJ/yr,2030,1.2569602265085076,MESSAGEix-Australia_SSP2-70k-fossil
MESSAGEix-Australia,SSP2-70k-fossil,AUS,Primary Energy|Solar,EJ/yr,2040,1.9131989764098183,MESSAGEix-Australia_SSP2-70k-fossil
MESSAGEix-Australia,SSP2-70k-fossil,AUS,Primary Energy|Solar,EJ/yr,2050,3.654313308394489,MESSAGEix-Australia_SSP2-70k-fossil
MESSAGEix-Australia,SSP2-70k-fossil,AUS,Primary Energy|Solar,EJ/yr,2060,4.771364458573834,MESSAGEix-Australia_SSP2-70k-fossil
MESSAGEix-Australia,SSP2-70k-fossil,AUS,Primary Energy|Solar,EJ/yr,2070,4.977026969057679,MESSAGEix-Australia_SSP2-70k-fossil
MESSAGEix-Australia,SSP2-70k-fossil,AUS,Primary Energy|Solar,EJ/yr,2080,4.977026969057679,MESSAGEix-Australia_SSP2-70k-fossil
MESSAGEix-Australia,SSP2-70k-fossil,AUS,Primary Energy|Solar,EJ/yr,2090,4.977026969057679,MESSAGEix-Australia_SSP2-70k-fossil
MESSAGEix-Australia,SSP2-70k-fossil,AUS,Primary Energy|Solar,EJ/yr,2100,4.977026969057679,MESSAGEix-Australia_SSP2-70k-fossil
MESSAGEix-Australia,SSP2-60k-fossil,AUS,Primary Energy|Solar,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-60k-fossil
MESSAGEix-Australia,SSP2-60k-fossil,AUS,Primary Energy|Solar,EJ/yr,2030,1.2419240295835476,MESSAGEix-Australia_SSP2-60k-fossil
